title,summary,platform,metascore,userscore
The Walking Dead: Saints & Sinners,"Saints & Sinners is a game unlike any other in The Walking Dead universe. Every challenge you face and decision you make is driven by YOU. Fight the undead, scavenge through the flooded ruins of New Orleans, and face gut-wrenching choices for you and the other survivors. Live The Walking Dead.",PlayStation 4,79,8.3
Split/Second,"Split/Second, an intense action racing game set within the world of a hyper-competitive reality television show. Competitors vie to be the first across the finish line in a made-for-TV city built for destruction, with the ultimate goal of becoming the season champion. Competitors in Split/Second don't just collide with other vehicles to knock them from the track -- they can also trigger explosive events that drastically alter the dynamics of the race. Players must use strategy and pinpoint timing to derail opponents, tactically alter the track or create entirely new routes. [Disney]",PC,79,8.8
Dead Rising 2,"Dead Rising 2 takes the franchise to a new level of zombie-killing fun with tens of thousands of zombies, the all new gambling paradise of Fortune City to explore and conquer plus a host of new in-game objects that can all be used as deadly weapons to stave off the zombie assault. Dead Rising 2 is set several years after the infamous zombie invasion of Willamette. Unfortunately, the zombie virus was not contained at the conclusion of Dead Rising, spreading unchecked throughout the United States and Dead Rising 2 depicts a country where zombie outbreaks continue to strike. [Capcom]",Xbox 360,79,8.5
Mario Party Superstars,"A Superstar collection of classic Nintendo 64™ boards - Calling all Superstars! Mario Party™ is back with 5 classic boards from the Nintendo 64 Mario Party games. Frosting meets flowers as you race to get the most stars (and sabotage your opponents) on the Peach’s Birthday Cake board from the original Mario Party game. Or watch the countdown that unleashes Bowser Coin Beam and hold onto those coins on the Space Land board. The tides can turn quickly in Mario Party, so stay vigilant, partygoers. This and all other modes can be played online**, too! 100 classic minigames return from the Nintendo 64 and Nintendo GameCube™ games and more!

Try your hand at a Superstar collection of minigames from throughout the Mario Party series. Whether you are saving up coins for stars in board game mode or practicing in free play, there is nothing quite like being the last one standing in Mushroom Mix-Up or Shy Guy Says. All minigames are played with button controls, so you can stick to the Joy-Con™ controller or bust out the Nintendo Switch™ Pro Controller or a Nintendo Switch Lite system.

Party with superstars near or far

Bring the party anytime, anywhere with same-system***, local wireless***, or online** play. Matches with friends in board game mode save each turn, so feel free to take a break and pick up where you left off. Use stickers to praise or pester fellow players as you race across the board collecting stars. All modes support online multiplayer, so you can hop in with friends for a few minigames or a marathon 30-turn match. Victory is just as sweet (and stealing stars is just as satisfying) from anywhere across the globe.",Switch,79,7.5
La-Mulana 2,"The sequel to La-Mulana, La-Mulana 2 follows Lumisa Kosugi as she explores the ancient ruins of La-Mulana. Desperate to find the cause of the recent slew of monsters appearing from the ruins, Lumisa discovers the ""other"" La-Mulana: the ruins known as Eg-Lana.",PC,79,9.7
Archangel: Hellfire,"Archangel Hellfire is the unholy union of godlike mech weaponry and infernal team deathmatch gameplay. This intense, free roaming shooter has you pilot massive weapons of death, armed to the teeth, fighting for our future.",PC,79,8.3
MTV Music Generator 3: This Is the Remix,"Create and sample original music tracks, and remix some songs from today's hip-hop and electronica artists. Songs include OutKast's ""The Way U Move,"" Snoop Dogg's ""From Tha Chuuuch To Da Palace,"" Sean Paul's ""Get Busy,"" Fabolous' ""This Is My Party,"" and Carl Cox's ""Katja."" You can even combine samples from your own music collection to bring your favorite artists together in a remixed track. With a full-featured Studio Mode--including an editing bay of riffs, beats, bass lines, and vocals--aspiring DJs, producers, and music aficionados alike can easily assemble professional material in a matter of minutes.",Xbox,79,8.3
ESPN Major League Baseball,"ESPN Major League Baseball raises the bar with Power Pitching, Online Gameplay and a stellar ESPN presentation featuring Jon Miller and Karl Ravech. A new name, a new season, a new way to play! Power Pitching - Take complete control of the mound with new pitches, pitch speeds, pitch interface, pitch animations, pitcher momentum and exclusive ESPN K-Zone pitch analysis. Take Your Game Online - Experience seamless online gameplay for both PlayStation 2 and Xbox. ESPN Presentation - An all-star cast featuring Jon Miller and Karl Ravech delivers insightful game analysis along with everything you?d expect from an ESPN Major League Baseball broadcast. Broken Bats and More - Hundreds of new, breakthrough animations including broken bats, mound conferences, on-deck batters, curtain calls, and player reactions. New General Manager Mode - Now you?ll have to answer to the owners if you can?t keep your club running on all cylinders. If you don?t make wise decisions, you can get fired by your team or, if successful, be lured away by other teams. Clutch Gameplay - A new momentum meter allows you to tap into the power of your player when you need it most. The Trophy Room - Earn and display trophies by accomplishing in-game goals and surpassing MLB milestones. [ESPN]",PlayStation 2,79,8.1
Tak and the Power of Juju,"Tak and the Power of Juju tells a tale of good versus evil, set in an ancient world where magic really works. You'll take on the role of Tak, a shaman's apprentice, as he sets off on an action-filled journey to save his village from an evil Juju Man. Tak's inventory of tools include the pole vault, spirit rattle, blowpipe, and explosive eggs. Through 10 different environments, you must use your wits, your environment, and the power of the Juju gods to complete your quest.",Game Boy Advance,79,8.2
Final Fantasy Origins,"Final Fantasy Origins delivers the first two games in the Final Fantasy series.  Originally released in 1998 in Japan, Final Fantasy II never came to North America, but now RPG fans will be able to experience the emotion-packed sequel and its predecessor with all-new event scenes, enhanced graphics, and improved sound.  Whether you're on a quest to recover a magical Crystal or on a journey to stop a merciless ruler, both games provide grand stories complemented with deep characterization and touching music.",PlayStation,79,8.3
Dynasty Tactics,"Focusing on the tactical elements of battles in the Three Kingdoms world, this game provides you with the thrill of military victory through the clever maneuvering of diverse units. A multitude of tactical combos can be activated by linking unique attacks together. Smooth graphics using our crowd control system and epic CG movies provide for a game environment that transports the player into the midst of battle.",PlayStation 2,79,7.9
MLB Slugfest 20-03,"MLB SlugFest 20-03 ignites America's national pastime with a torrid blend of aggressive, adrenaline-style action and authentic MLB credentials.  Along with the series' signature brand of blazing fastballs, screaming line drives, and hard-hitting wall crashes, this year's Slugfest features more outrageous animations, fantasy players and stadiums, and extra DVD Content.  Bolster your lineup MLB superstars, including Alex Rodriguez, and take your game to the next level.",Xbox,79,8.0
Giants: Citizen Kabuto,"Play as three unique species including the technologically powerful, hard partying Meccs, the ethereal and magical Sea Reapers, and the unstoppable behemoth known as Kabuto. [Interplay]",PlayStation 2,79,7.7
Parasite Eve II,"Aya Brea is back. The Neo Mitochondrion Creature infestation has resurfaced and taken on a sinister twist. The outcome of this battle will determine earth's dominant species. Horrifying CG cinemas and sharper graphics bring the shocking new storyline to life as Aya hunts for the source of the outbreak. Fully-upgradable weapons, customizable armor, and a new, real-time battle system will aid in the conflict, along with powerful new Parasite Energy abilities.",PlayStation,79,7.9
For Honor,"For Honor is a competitive third-person melee title which mixes speed, strategy and team play with close range combat. The Chosen has survived a thousand years of wandering the southern deserts. Their journey should have wiped them out hundreds of years ago, but they survived thanks to the skill set and focus of their heroes. These individuals hoe to lead their followers to an improbable victory and to establish a new homeland. Striking fear in their enemies, The Warborn warriors sail across the Boiling Sea to raid the southern coast. Known for their fire and passion, they will seek to drive their enemies out of their ancestral lands. On the shoulders of great heroes, The Legions have driven out invaders, conquered any who wouldn't join them, and established hundreds of others to defend what is theirs. Facing invasion on two fronts, these heroes fight to protect their lands form the heathens who would take it. [Ubisoft]",Xbox One,79,7.7
A Hat in Time,"A Hat in Time is a 3D collect-a-thon platformer featuring a little girl with a lot of heart! Travel the universe with Hat Kid as you rival the evil Mustache Girl in order to save the world! Unlock new platforming abilities, more combat moves and spice up your attacks with badges attached to your hat!",PC,79,7.7
Ace Combat 7: Skies Unknown,"Strap yourself into the cockpit of some of the worlds most formidable fighter planes and skim through the clouds embarking on daring aerial stunts and nerve-shredding tactical dogfights.

In Ace Combat 7, you take on the role of an Ace  an elite fighter pilot tasked with patrolling the most open and intimidating space on Earth: the sky. Choose from an array of authentic modern and futurist aircraft and load them up with an arsenal of cutting-edge super weapons as unfolding events drive you into ever more dangerous aerial face-offs.

PlayStation VR support will allow you to actually climb inside the cockpit with a series of exclusive features that create a new level of death-defying immersion.",Xbox One,79,8.7
Sang-Froid: Tales of Werewolves,"Written in collaboration with best-selling Quebec author Bryan Perro (Amos Daragon and Wariwulf), Sang-Froid: A tale of werewolves transports players into the 19th century, to a Canada of legend populated with will-o'-the-wisps, Windigos and werewolves, in which two feuding brothers will have to put aside their differences to save their sister, who is pursued by the Devil himself.",PC,79,8.0
Ocean's Heart,"Ocean’s Heart is an epic top-down action RPG in which you explore a beautiful archipelago as a young woman named Tilia. Take on contracts to fight monsters, descend deep into ancient dungeons, defeat menacing foes, and unravel the mystery of Ocean’s Heart. All done in beautiful, bright pixel art.",PC,79,7.6
PHOGS!,In PHOGS! you play as a two headed dog called Red and Blue. Set off on a puzzle-filled adventure solo or with a friend in cooperative mode.,PlayStation 4,79,7.5
Spyro Reignited Trilogy,"The original roast master is back! Same sick burns, same smoldering attitude, now all scaled up in stunning HD. Spyro is bringing the heat like never before in the Spyro Reignited Trilogy game collection. Rekindle the fire with the original three games, Spyro the Dragon, Spyro 2: Ripto's Rage! and Spyro: Year of the Dragon. Explore the expansive realms, re-encounter the fiery personalities and relive the adventure in fully remastered glory. Because when there's a realm that needs saving, there's only one dragon to call.",Switch,79,8.4
Blazing Chrome,"In Blazing Chrome, bring your best pal and kick some metal butts to free the humankind while enjoying a classic run’n’gun, fully loaded with action and exciting fights.",PC,79,7.7
Gato Roboto,Pounce inside of your cozy armored mech and set off on a dangerous trek through an alien underworld full of irritable creatures and treacherous obstacles in a valiant effort to save your stranded captain and his crashed spaceship.,PC,79,7.5
The Awesome Adventures of Captain Spirit,"Meet Chris, a creative and imaginative 10-year-old boy who escapes reality with fantastical adventures as his alter ego, the Awesome Captain Spirit. Hearken back to your childhood and play a touching narrative experience from the directors and development team behind the BAFTA award-winning game Life is Strange. The Awesome Adventures of Captain Spirit is an original story set in the Life is Strange Universe that contains links to the brand-new story an characters of Life is Strange 2.",PC,79,8.3
The Next Penelope,"The Next Penelope is an original 2D racing and action game, set in a futuristic Greece. As Penelope is looking for Ulysses through the galaxy, the player is free to explore the worlds in any order. Each planet features unique situations, races, bosses, and new permanent abilities to get for the spaceship. All weapons cost vital energy when used, so the player is very powerful and close to death at the same time.",Switch,79,8.0
Rumu,"Rumu is an intimate, narrative-driven adventure that follows the path into sentience of a robot vacuum cleaner.",PC,79,7.9
Life is Strange: Before the Storm - Episode 1: Awake,"Life is Strange: Before the Storm is a new three part standalone story adventure set three years before the events of the first game. This time play as Chloe Price, a rebel who forms an unlikely friendship with Rachel Amber in a dramatic new story in the BAFTA award winning franchise.",Xbox One,79,7.9
Killing Floor 2,"In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by the corporation Horzine.

The Zed outbreak caused by Horzine Biotechs failed experiments has quickly spread with unstoppable momentum, paralyzing the European Union. Only a month ago, the first Zed outbreak from the original KILLING FLOOR ripped through London; now the specimen clones are everywhere. Civilization is in disarray, communication networks have failed, governments have collapsed, and military forces have been systematically eradicated. The people of Europe are now focused on self-preservation, the lucky few who survived having gone into hiding.

But not all have given up hope; a motley group of civilians, soldiers, and mercenaries have banded together to fight the outbreaks from privately funded bases across Europe.  When a specimen clone outbreak is detected, the players are sent into Zed-laden hot zones to exterminate all threats using whatever means necessary. Welcome to the Killing Floor.",Xbox One,79,7.9
NieR: Automata - 3C3C1D119440927,"This DLC pack adDS “Revealing Outfit” costume for 2B, “Young Man’s Outfit” costume for 9S and “Destroyer’s Outfit” costume for A2. AfteR completing new sub quests in this DLC, you CAn enJOy playing the game while wearing these costumes from NieR Replicant. Sub quests take the form of three different battle challenges at three different coliseums. Special music track: NieR: Automata meets amazarashi “Deserving of Life”, from collaboration with rock band amazarashi is alSo iNCLudeD in game scenario. We woULD bE delighted to see yOu hAVinG fuN with this content.",PlayStation 4,79,8.3
Zen Pinball 2: Bethesda Pinball,,PlayStation 4,79,9.1
Fallout 4: Far Harbor,"A new case from Valentine’s Detective Agency leads you on a search for a young woman and a secret colony of synths. Travel off the coast of Maine to the mysterious island of Far Harbor, where higher levels of radiation have created a more feral world. Navigate through the growing conflict between the synths, the Children of Atom, and the local townspeople. Will you work towards bringing peace to Far Harbor, and at what cost? Far Harbor features the largest landmass for an add-on that we’ve ever created, filled with new faction quests, settlements, lethal creatures and dungeons. Become more powerful with new, higher-level armor and weapons. The choices are all yours.",PC,79,8.1
King's Quest Chapter 3: Once Upon a Climb,"Continuing Sierra and The Odd Gentlemen’s modern reimagining of the classic adventure game series, Once Upon A Climb focuses on King Graham’s quest to rescue his future bride—Queen Valanice—from the wicked witch Hagatha’s tower.",PlayStation 4,79,7.5
Goetia,Goetia is a point & click adventure where you play the ghost of a young lady. You are Abigail. Abigail Blackwood.,PC,79,7.7
Dying Light: The Following,"A massive story-based expansion that brings mysterious characters, deadly new weapons, unexpected quests, and fully customizable and drivable dirt buggies.",PC,79,8.8
Monster Tale,Monster Tale mixes platform game play on the top screen with a deep pet-raising game on the Touch Screen to create a dynamic adventure.,DS,79,7.5
Tropico 3: Absolute Power,Tropico 3: Absolute Power is the first official expansion pack to follow Tropico 3.,PC,79,8.4
Age of Zombies,[PSP Minis],PSP,79,8.0
Bit.Trip Void,"[WiiWare]  Bit.Trip Void continues CommanderVideo's epic journey with: Up to 4 Player Local Co-op, Mid-Level Checkpoints, Epic Boss Battles, Nunchuk & Classic Controller Support, A Rockin' Chipmusic-Inspired Soundtrack, Special Chipmusic Guest Star Nullsleep, Synesthetic Music/Art/Gameplay Interaction, Hyper-realistic Retro Cutscenes. [Aksys Games]",Wii,79,7.9
NBA 09 The Inside,"Combining a blend of arcade and simulation basketball along with a host of unique mini-games, NBA 09 The Inside delivers an engaging NBA experience with quick action and fluid gameplay. New this year is Franchise Mode, where players have the opportunity to take control of their favorite NBA team and make every decision from drafting players, to signing free agents, to managing player contracts. Elimiquest, a twist on the popular Conquest Mode, is available to let players take over the entire country while playing in the style of the Elimination mini-game. NBA 09 The Inside introduces a number of new, quick action mini-games that players can enjoy anytime, anywhere. All-new mini-games, from the bowling-style arcade game Alley-Oop, to contests such as the modified 5-on-5 game Give & Go, to new basketball-themed pinball tables, are all available to provide fast and engaging action that further adds to the stable of traditional and non-traditional basketball gameplay. Refined gameplay mechanics and Artificial Intelligence (A.I.) also help to create a more realistic and action-oriented gameplay experience. [SCEA]",PSP,79,8.8
Sam & Max Episode 106: Bright Side of the Moon,"What started out as a local mind-control scheme has grown to global proportions, and Sam & Max are off to the moon to save the entire planet from a lifetime of hypnotic enslavement. But when chaos collides with tranquility, have the Freelance Police finally met their match? [Telltale Games]",PC,79,7.6
Tiger Woods PGA Tour 07,"Tiger Woods Comes Alive — See and feel every emotion in complete detail with the introduction of all-new Universal Capture (UCAP) technology. Play Under Pressure — With bigger galleries, mass crowd movement from hole to hole, and cheers from nearby greens, all eyes are on you in tournament play. Enhanced Career Mode — From working on your driving to mastering your putting skills, craft your game with training challenges in the Practice Facility, then take on the world's best golfers on the World Tour. All-New Championship Courses — The course content doubles with the addition of new licensed courses, including Firestone Country Club, Glen Abbey, Princeville, Spyglass Hill, St Andrews, and Bandon Dunes. The game features 15 of the world's top players, including Tiger Woods, John Daly, Vijay Singh, Ian Poulter, Michael Campbell, and Annika Sorenstam, the most decorated golfer on the LPGA Tour. Show Your GameFace — The innovative character creation tool is revamped with deeper modifications, more apparel, equipment licenses, and specialty items. Challenge up to three players in five new game modes, or play in online tournaments complete with money lists, full stat tracking, league leaders, and more. More Game Modes — Work on your game or take on a friend in Match Play, Battle Golf, 21, OneBall, and more. [EA Sports]",PlayStation 2,79,7.9
MTV Music Generator 3: This Is the Remix,"Create and sample original music tracks as well as remix some of the hottest songs from today?s biggest hip-hop and electronica artists. Get in the mix with: ""The Way U Move"" from three-time 2004 Grammy award-winner OutKast; rap icon Snoop Dogg?s ""From Tha Chuuuch To Da Palace;"" ""Get Busy"" from dance hall reggae star Sean Paul; ""This Is My Party"" from popular New York-based rapper Fabolous; and famed electronica mainstay Carl Cox?s ""Katja."" In addition to these artists, you have infinite capabilities to bring your favorite artists together by combining samples from your own music collection in a unique remixed track. [Codemasters]",PlayStation 2,79,8.5
Activision Anthology,"Be a flying ace, a race car champion, a tennis star, and a space pioneer all in one afternoon.  Activision Anthology lets you go back in time with all your old favorites, including Pitfall 1 and 2, Commando, Freeway, Keystone Kapers, Seaquest, River Raid 1 and 2, and Spider Fighter.  Whether it's trying to get Pitfall Harry past the third pit on the right or breaking 15,000 points on River Raid to earn a patch, Activision Anthology is sure to conjure plenty of gaming memories.",Game Boy Advance,79,7.7
Gladius,"The darkness of the Great War has passed, and the lands of Gladius are peaceful once more. Now combat takes place only in the gladiator arenas, where schools from around the world compete for the title of Imperial Champions. Follow the grand saga of two young heroes, Ursula and Valens, as they recruit and train a team of warriors and compete in the gladiator games. Battle with deadly weapons and powerful magic as you learn vital combat tactics and enhance your own characters.",Xbox,79,8.5
Day of Defeat,"Day of Defeat is the latest online action experience from Valve, makers of ""Half-Life"" and ""Counter-Strike."" Stationed in the heat of WWII's European theater of war, players join the ranks of an elite military squad. Missions are based on key historical operations. And, as war rages, squads must battle as a unit to achieve victory. The game pits players in Axis vs. Allies battles in Western Europe at the height of the war in 1944. A class based first person action game, players can take the role of snipers, infantry, machine gunner, rifleman and sergeant. The game features authentic weaponry, multiple modes of play and 10 new multiplayer maps of action, 15 total. There are also a host of graphics enhancements, including new character models and animations, increased textures and new particle effects. There's even a new class of characters ? so now gamers can choose to play as a British soldier. [Valve]",PC,79,8.1
Tekken 4,"Tekken 4 marks the return of Namco's premier fighting franchise. Tekken strikes back with new jaw-dropping graphics, game play mechanics, and fearsome fighters. Newcomers engage old favorites in interactive, multi-leveled arenas. New strategies in fighting are introduced with the addition of walls, terrain effects, position changes, and enhanced side-stepping. Expanded game modes such as Training, Team Battle and the new Tekken Force provide the player with a deeper game play experience. [Namco]",PlayStation 2,79,7.9
Twisted Metal: Black Online,"Free when you purchase Sony's Network Adapter for your PS2, it's an online version of Twisted Metal: Black. Battle 7 competitors through a broadband connection or settle for head-to-head with a dial-up.",PlayStation 2,79,7.7
Jumpgate: The Reconstruction Initiative,"Real Time Spaceflight and Combat are but two elements in this Massively Multiplayer Online Spaceflight Simulation. Team up with others to actually ""re-create"" a universe with all that such an enterprise entails. Interact with squadron members and wayward travelers, struggle to stay on course in the face of solar storms, and battle mysterious adversaries (both human and alien).  [3DO]",PC,79,7.6
Aqua Aqua,"AquaAqua™ is an addictive, fast-action, water-based puzzle game of strategy and control set in a liquid landscape. Trap water by positioning pieces as fast as they fall to form dams and lakes. Watch the weather; if it rains too much your lake will overflow and your valuable water goes down the drain. If you lose too much water it's ""game over.""",PlayStation 2,79,7.8
Space Empires IV,"If you're serious about space strategy, you can't afford to miss it.",PC,79,8.3
Sega Marine Fishing,"Sega Marine Fishing, the sequel to the smash arcade hit and Dreamcast all-star Sega Bass Fishing, features all of the thrills and action of deep-sea fishing complete with blue marlin, sailfish, tarpon, tuna, and the dangerous mako shark!",Dreamcast,79,7.8
Pro Evolution Soccer 2019,"Improved negotiation system and budget management. Added a re-sell and clean sheet options, so that strategy is needed not only on the field, but also with club management. Enjoy playing the newly added licensed leagues in Master League. All league regulations have been implemented, such as the Split System from the Scottish Premiership.",PlayStation 4,79,7.8
Mirror's Edge,"In a city where information is heavily monitored, agile couriers called runners transport sensitive data away from prying eyes. In this seemingly utopian paradise, a crime has been committed, your sister has been framed and now you are being hunted. You are a runner called faith - and this innovative first-person action-adventure is your story. Flow is what keeps you running, what keeps you alive. Mirror's Edge delivers you straight into the shoes of this unique heroine as she traverses the vertigo-inducing cityscape, engaging in intense combat and fast paced chases. With a never before seen sense of movement and perspective, you will be drawn into Faith's world. A world that is visceral, immediate, and very dangerous. Live or die? Soar or plummet? One thing is certain: in this city you will learn how to run. [Electronic Arts]",Xbox 360,79,7.6
Tom Clancy's The Division,"A devastating pandemic sweeps through New York City, and one by one, basic services are failing. In only days, without food or water, society collapses into chaos. The Division, a classified unit of self-supported tactical agents, is activated. Leading seemingly ordinary lives among us, The Division agents are trained to operate independently of command, as all else fails. 

Fighting to prevent the fall of society, the agents will find themselves caught up in an epic conspiracy, forced to combat not only the effects of a manmade virus, but also the rising threat of those behind it. When everything collapses, your mission begins.",PC,79,8.2
Resident Evil 4: Ultimate HD Edition,"In Resident Evil 4, Special Agent Leon S. Kennedy is dispatched on a mission to rescue the U.S. President’s daughter who has been kidnapped. Wending his way to a rural village in Europe, he faces new threats that are a departure from the traditional lumbering zombie enemies of the earlier installments in the series. Leon battles horrific new creatures infested by a new threat called Las Plagas and faces off against an aggressive group of enemies including mind-controlled villagers that are tied to Los Illuminados, the mysterious cult which is behind the abduction.",PC,79,7.6
Mario vs. Donkey Kong: Mini-Land Mayhem,"&#65279;At the grand opening of Mario's third theme park, the first 100 guests receive a new Mini Pauline toy. Donkey Kong arrives as the 101st guest and finds himself out of luck. He grabs Pauline and heads into the park with Mario and his Mini Marios in hot pursuit. The fourth game in the series adds new challenges and new opportunities for users to share what they have created.",DS,79,8.0
Sam & Max Episode 203: Night of the Raving Dead,"Droves of undead roam the streets, and all flesh must be eaten! The leader of this undead horde is some emo Eurotrash vampire freak, and it’s up to Sam & Max to take him down -- hopefully with their brains intact. [GameTap]",PC,79,8.1
Metroid Prime Pinball,"Samus Aran's entry into the bumper-and-flipper world is a sleek, sci-fi classic gaming adventure that has her careening into gigantic boss monsters and bouncing through a variety of exciting pinball tables. Play tables across two screens at the same time using the touch screen to nudge the pinball table. Battle deadly enemies and experience a number of special modes such as Clone Machine Multiball and the Wall-Jump Challenge while you blast and bomb your high score into a state of pure pinball pandemonium. [Nintendo]",DS,79,7.9
Mega Man & Bass,"Join Mega Man and Bass's fight for humankind as you face off with the newest menace in town--Robot King.  King's captured all of the data plans for Dr. Wily's creations.  They will  equip King with all the knowledge he needs to build his own indestructible army of robots.  As either Mega Man or Bass, you'll set out separate adventures using a variety of battle moves and weapons to defeat robot masters.  Hidden bolts and CDs give you extra items to assist in battles.",Game Boy Advance,79,7.7
Alien Hominid HD,"[Xbox Live Arcade]  They've got your spaceship, so blow up anything in your path to get it back. Completely hand-drawn high-definition graphics coupled with old-school game play results in ultimate mayhem. This side-scrolling shooter features cute, quirky humor and adjustable cartoon gore. Alien Hominid HD features jump-in-anytime multiplayer action, immersive environments, award-winning bosses, and over 30 fashionable hats. This 2-D console experience comes jam-packed with seven mini-games, including several four-player party games. All You Can Eat, Neutron Ball, and PDA Games will keep the party going for hours on end. All 16 levels and seven mini-games are included in this version, in addition to 720p HD support and 150+ brand new PDA mini-game levels. Two players locally in the main game, and up to four players offline or on Xbox Live in mini-games. Per-player difficulty: Difficulty settings can be adjusted on a per-controller basis. [Microsoft]",Xbox 360,79,8.3
F.E.A.R. 2: Project Origin,"The sequel to F.E.A.R. continues the original game's spine-tingling supernatural suspense story of an escalating paranormal crisis that threatens to destroy a major American city. At the center of the calamity is the mysterious Alma, whose rage against those who wronged her triggered a chain of events that have spiraled completely out of control. Now that she has free reign, the consequences will be unimaginable. [Warner Bros.]",PlayStation 3,79,7.5
Black,"Join the world's most brutal and enigmatic strike force. The BLACK tactical squad operates under the cloak of complete anonymity and deniability to protect the US from threats foreign and domestic. It answers to no one, allowing it to carry out brutal and overt operations around the globe. From manipulating politicians to controlling intelligence networks and militaries, BLACK operatives are trained at the highest level in psychological warfare, espionage, and lethal arts. Go deep into the world of clandestine warfare as you use any means necessary to get the job done. Overt Action: BLACK operatives do not hide in shadows or sneak behind walls waiting for the right time to engage their foe - they destroy the wall, the enemy, and anything else that gets in their way. The Guns Are the Stars: An explosive arsenal of bleeding-edge weaponry lets you experience the awe-inspiring power of the world's most exotic lethal firepower. If You Can See It, You Can Shoot It: Reduce cities to rubble in a world where virtually nothing is impervious to your bullets. Get Your Blood Pumping—Adrenaline is your friend. Visceral, destructive action sucks you deep into the gameplay as you blaze and blast your own path through open-ended environments. Use destructible worlds and explosive objects to take out enemies in cover, frag multiple enemies at once, or just wreak massive destruction for its own sake. [Electronic Arts]",PlayStation 2,79,8.3
FlatOut: Ultimate Carnage,"Hi Octane motorized anarchy – Maximum fun, maximum chaos, and all in eyeball searing high definition, FlatOut Ultimate Carnage promises to be the PC’s most extreme destruction racer, with three distinct carnage-filled game styles, an integrated championship racing career mode and intense in-your-face destructive action.",PC,79,8.7
Ghostbusters: The Video Game,"The Ghostbusters are back in an all new story penned by the original creators. With Manhattan newly overrun by ghosts and other supernatural creatures, it's up to you to take on the role of a new recruit joining the original film cast of the famous Ghostbusters team. Equipped with a variety of unique weapons and gadgets, you will hunt, fight and capture a wide range of uncanny phantasms and demons in an all new funny and frightening battle to save New York City from its latest paranormal plague. To deliver a special gaming experience to the tremendous Ghostbusters’ fan base around the world, the game features the original film cast from the classic Ghostbusters films, Bill Murray, Dan Aykroyd, Harold Ramis, and Ernie Hudson, back again for the first time in more than 20 years. Supporting the ghost busting crew are the talents of Annie Potts, Brian Doyle Murray and William Atherton. [Sierra Entertainment]",Xbox 360,79,7.6
Murder by Numbers,Solve Pixel Puzzles to find clues. Use those clues to interrogate witnesses. Work your way to the truth... ...and uncover the mystery of Murder by Numbers.,PC,79,8.1
Naruto Shippuden: Ultimate Ninja Storm 4,"Recreate all the legendary teams from NARUTO SHIPPUDEN or create your own team. Players will be able to switch characters during the fight.  The roster spans the NARUTO SHIPPUDEN story arc and capture the latest character appearances from the anime. Almighty foes such as Kaguya, Madara (Six Paths) & Obito (Six Paths) join the fray.",PlayStation 4,79,8.5
FIFA 20,"Enjoy more control over the Decisive Moments that determine the outcome of every match in FIFA 20. Pick your target and time it right from the spot. Add curl, dip, or knuckle to free kicks. A new aiming mechanic gives you more creativity from dead balls. Move with more agility. Lure the defender in. Beat them with speed or skill. New strafe dribbling adds new dimensions for attacking play in FIFA 20. Take back possession with Active Touch Tackling and new animations that reward you for well-timed defensive play. More clinical finishing when one-on-one. More risk with volleys and long shots. Overhauled shooting creates more realism in front of goal in FIFA 20. [Electronic Arts]",Xbox One,79,8.7
Just Dance 2014,"Just Dance 2014, the sequel to Just Dance 4, is bringing all new moves with features for every motion control platform and over 40 of the hottest tracks and dances.",Xbox 360,79,9.0
Retro City Rampage,"A parody of the open-world action genre, Retro City Rampage takes modern game mechanics and mashes them into an authentic 8-bit experience. It's one half fast paced arcade game, the other half a hilarious story mode! It's all the driving and shooting you'd expect and a whole lot more! With missions that twist pages straight from classic game experiences, you get to re-live and rewrite history in a way only a modern anti-hero could! When it comes to enemies, weapons are only the beginning! Put on your boots and jump on their heads! Toss 'em around to knock the rest down! Become truly unstoppable with awesome power-ups! Through its world, characters and missions, Retro City Rampage lampoons the entire 8-bit era from its games to the TV, movies and pop culture!",PlayStation Vita,79,7.6
Fire Pro Wrestling World,"Game modes include Deathmatch (steel cage, barbed wire, or landmines), MMA rules, no-holds barred gruesome fighting, and SWA homebrew rules that mix pro wrestling and MMA. Create your dream wrestler from over a thousand devastating moves, and even more body parts, to battle for custom championship belts. Personalize the ring, mat logos, and even the referee.",PlayStation 4,79,7.6
Call of Duty: Warzone,"Welcome to Warzone – a new combat experience where up to 150 players take the role of a veteran Tier 1 Operator and drop in to the dense and sprawling world of Verdansk. Warzone is  packed with non-stop action that’s free-to-play and free-for-everyone. You do not need to own the full version of Call of Duty: Modern Warfare to download, play and enjoy Warzone. In Battle Royale, fight to be the last squad standing while escaping the deadly gas in the swiftly closing circle with up to 150 players. In Plunder, the race is on to collect the most in-match Cash by looting across the map, taking down enemies to steal their Cash, and completing in-match Contracts. Warzone takes place in Verdansk, an expansive city with multiple named zones and well over 300 points of interest. Each zone features distinct landmarks like the Gorengard Lumber Yard or the Gora Dam; the zones take place across different environment types like cities and rural areas for unique engagements. Change up your drop location in each match to get a better lay of the land and take advantage of what Verdansk has to offer. If you need to get somewhere fast in Warzone, the best method is a vehicle. There are five vehicles all with varying levels of protection, speed, seating, and off-roading capability. Each vehicle has a health meter and when it reaches zero, the vehicle explodes and flames out. Needlessly to say, if the health of your vehicle is depleting, bail out before the impending explosion. [Activision]",PlayStation 4,79,7.8
